,Captions to exclude
18017,74452
18018,74453
18019,90484
18020,90485
18021,13971
18022,13960
18023,13969
18024,90205
18025,90215
18026,90216
18027,90211
18028,90212
18029,90214
18030,54982
18031,104601
18032,104616
18033,104612
18034,104617
18035,104602
18036,104619
18037,73788
18038,73796
18039,73787
18040,73782
18041,73789
18042,73790
18043,73795
18044,73781
18045,32158
18046,32157
18047,32146
18048,96834
18049,96831
18050,96837
18051,96835
18052,96820
18053,24597
18054,185022
18055,185035
18056,185023
18057,185020
18058,185031
18059,185034
18060,185036
18061,185027
18062,185038
18063,185039
18064,185021
18065,185024
18066,185028
18067,92408
18068,129952
18069,129942
18070,129941
18071,129947
18072,129956
18073,129948
18074,129951
18075,129943
18076,129950
18077,129957
18078,129940
18079,129944
18080,44492
18081,44491
18082,3354
18083,3340
18084,35018
18085,178199
18086,178188
18087,178198
18088,178182
18089,178194
18090,178190
18091,178189
18092,178191
18093,178183
18094,116451
18095,116449
18096,116453
18097,116455
18098,116448
18099,116456
18100,136619
18101,136612
18102,127341
18103,127340
18104,127357
18105,88888
18106,88880
18107,88886
18108,88885
18109,88893
18110,177493
18111,177495
18112,177492
18113,177485
18114,177486
18115,177487
18116,177499
18117,177483
18118,104548
18119,104547
18120,128644
18121,128656
18122,131086
18123,131087
18124,131094
18125,131090
18126,131083
18127,131080
18128,131085
18129,131096
18130,131081
18131,131093
18132,72037
18133,72027
18134,72022
18135,72033
18136,72031
18137,72038
18138,72036
18139,72023
18140,72025
18141,72028
18142,72024
18143,46542
18144,46553
18145,46541
18146,46543
18147,46540
18148,46549
18149,46546
18150,46551
18151,36238
18152,36231
18153,36220
18154,109395
18155,109393
18156,56806
18157,56802
18158,56809
18159,56811
18160,56815
18161,97614
18162,134701
18163,5734
18164,5722
18165,9837
18166,9830
18167,9827
18168,9832
18169,9829
18170,9820
18171,9835
18172,9822
18173,9834
18174,9821
18175,9831
18176,9823
18177,9826
18178,153363
18179,153375
18180,153368
18181,153371
18182,153378
18183,164854
18184,164843
18185,136313
18186,136317
18187,136308
18188,136314
18189,136306
18190,136316
18191,17136
18192,17131
18193,117810
18194,117811
18195,117809
18196,117800
18197,75792
18198,75782
18199,75795
18200,75796
18201,75794
18202,75790
18203,60153
18204,60142
18205,64388
18206,64394
18207,64392
18208,64391
18209,64389
18210,15680
18211,15698
18212,15685
18213,15694
18214,172471
18215,172464
18216,172461
18217,123251
18218,123246
18219,123240
18220,123244
18221,123253
18222,1300
18223,1306
18224,1303
18225,123984
18226,123998
18227,123985
18228,123980
18229,123987
18230,123992
18231,123988
18232,123991
18233,123986
18234,123982
18235,115509
18236,81338
18237,81332
18238,32003
18239,32015
18240,32009
18241,32014
18242,1213
18243,1205
18244,1209
18245,1204
18246,1214
18247,71025
18248,71022
18249,71035
18250,183024
18251,183037
18252,183030
18253,87440
18254,87446
18255,177988
18256,177987
18257,177986
18258,177997
18259,131320
18260,131335
18261,131334
18262,131333
18263,131321
18264,197161
18265,197167
18266,197173
18267,197175
18268,197178
18269,28416
18270,187813
18271,187800
18272,187815
18273,187811
18274,187804
18275,62882
18276,119042
18277,179455
18278,179458
18279,179456
18280,179453
18281,123633
18282,48546
18283,138821
18284,138825
18285,138832
18286,138830
18287,138835
18288,138839
18289,138828
18290,138833
18291,138829
18292,138837
18293,138838
18294,179496
18295,179491
18296,179483
18297,179486
18298,179489
18299,179485
18300,179484
18301,179130
18302,179126
18303,179138
18304,9636
18305,9622
18306,9633
18307,9621
18308,9635
18309,133605
18310,133614
18311,133615
18312,133601
18313,133606
18314,133618
18315,133609
18316,133603
18317,55495
18318,55497
18319,188546
18320,188547
18321,188541
18322,188548
18323,89175
18324,89160
18325,89171
18326,89162
18327,89174
18328,89168
18329,89176
18330,107125
18331,107130
18332,107133
18333,107128
18334,107129
18335,107121
18336,107123
18337,107120
18338,191714
18339,171008
18340,186970
18341,186968
18342,186975
18343,186960
18344,186978
18345,186974
18346,52169
18347,52175
18348,52168
18349,89344
18350,89356
18351,89358
18352,155373
18353,88149
18354,88143
18355,88147
18356,88154
18357,88152
18358,88151
18359,88148
18360,88140
18361,88155
18362,88145
18363,1965
18364,1967
18365,1962
18366,1961
18367,1960
18368,1970
18369,1972
18370,1971
18371,184782
18372,184789
18373,184793
18374,184794
18375,164914
18376,164911
18377,164905
18378,164908
18379,164910
18380,164918
18381,164916
18382,164904
18383,164913
18384,164900
18385,164912
18386,164915
18387,47346
18388,149366
18389,149377
18390,88066
18391,88073
18392,88075
18393,88060
18394,88067
18395,168904
18396,168902
18397,168901
18398,168913
18399,168905
18400,171143
18401,171158
18402,171159
18403,171157
18404,171147
18405,171154
18406,128487
18407,128489
18408,128490
18409,128491
18410,128486
18411,128488
18412,128492
18413,128498
18414,94817
18415,94813
18416,114501
18417,114510
18418,114519
18419,114513
18420,114512
18421,114517
18422,114500
18423,114507
18424,114506
18425,114502
18426,114505
18427,114514
18428,114516
18429,114515
18430,114509
18431,114504
18432,154708
18433,154711
18434,154707
18435,154714
18436,154717
18437,154704
18438,154719
18439,154712
18440,154716
18441,154703
18442,105177
18443,105168
18444,189517
18445,189508
18446,189511
18447,189507
18448,189506
18449,189510
18450,189505
18451,189512
18452,189518
18453,189500
18454,189513
18455,189519
18456,189514
18457,155057
18458,155049
18459,155043
18460,155047
18461,155045
18462,98626
18463,98624
18464,4742
18465,4752
18466,4751
18467,4747
18468,4757
18469,164089
18470,164087
18471,164081
18472,164083
18473,52663
18474,81717
18475,135186
18476,135195
18477,135189
18478,135194
18479,135181
18480,124598
18481,124591
18482,124676
18483,48479
18484,48461
18485,48476
18486,59141
18487,59148
18488,59155
18489,59158
18490,135024
18491,135030
18492,135025
18493,135031
18494,135036
18495,135022
18496,135027
18497,135035
18498,135023
18499,135020
18500,135032
18501,5582
18502,5594
18503,5593
18504,5583
18505,5588
18506,5587
18507,31773
18508,31761
18509,169356
18510,169358
18511,169343
18512,169351
18513,169355
18514,169344
18515,169342
18516,169348
18517,169349
18518,169345
18519,169357
18520,169352
18521,169350
18522,61854
18523,61845
18524,61841
18525,61855
18526,61851
18527,61844
18528,138137
18529,110271
18530,110275
18531,110261
18532,144403
18533,144401
18534,144402
18535,144404
18536,144406
18537,144418
18538,107322
18539,107320
18540,107324
18541,107330
18542,107335
18543,107325
18544,107323
18545,107334
18546,107327
18547,180124
18548,180132
18549,180138
18550,180125
18551,179298
18552,179289
18553,179284
18554,179293
18555,179285
18556,179287
18557,179294
18558,179299
18559,179288
18560,179292
18561,179295
18562,179297
18563,179296
18564,179281
18565,179282
18566,179286
18567,179280
18568,23446
18569,23454
18570,23458
18571,9475
18572,9471
18573,9478
18574,9479
18575,9465
18576,9477
18577,9473
18578,9474
18579,9464
18580,9472
18581,72885
18582,72880
18583,72888
18584,72895
18585,72891
18586,72896
18587,72881
18588,83664
18589,83677
18590,83675
18591,81751
18592,81746
18593,81755
18594,111366
18595,111372
18596,39657
18597,39658
18598,39656
18599,39643
18600,39652
18601,39655
18602,39650
18603,39644
18604,67316
18605,197084
18606,197089
18607,197093
18608,197087
18609,163189
18610,163180
18611,163187
18612,136537
18613,136520
18614,136534
18615,136524
18616,136532
18617,136521
18618,76353
18619,76340
18620,76356
18621,137354
18622,137359
18623,137347
18624,113471
18625,113477
18626,113470
18627,108341
18628,108342
18629,108343
18630,108344
18631,108345
18632,108346
18633,108354
18634,108340
18635,108356
18636,108355
18637,108352
18638,108350
18639,30581
18640,30594
18641,125588
18642,125591
18643,49378
18644,49367
18645,172386
18646,172389
18647,172385
18648,172399
18649,172395
18650,172380
18651,172387
18652,172384
18653,109689
18654,109698
18655,109691
18656,109695
18657,93810
18658,93805
18659,93811
18660,93801
18661,93803
18662,93814
18663,93816
18664,93813
18665,93802
18666,93812
18667,93800
18668,93808
18669,93804
18670,87155
18671,87154
18672,175769
18673,175766
18674,175765
18675,175771
18676,175773
18677,14960
18678,14976
18679,14961
18680,14969
18681,14970
18682,14968
18683,14975
18684,147721
18685,147726
18686,147727
18687,147729
18688,147735
18689,23323
18690,38750
18691,38740
18692,38751
18693,38752
18694,184964
18695,55360
18696,55367
18697,55370
18698,115156
18699,196363
18700,196361
18701,196371
18702,196379
18703,196377
18704,196378
18705,7342
18706,147424
18707,147436
18708,147439
18709,147437
18710,147425
18711,77902
18712,77901
18713,77906
18714,77909
18715,77914
18716,196679
18717,196669
18718,1160
18719,1177
18720,1176
18721,118060
18722,118064
18723,118077
18724,118071
18725,163598
18726,47650
18727,193373
18728,193364
18729,193376
18730,193369
18731,193371
18732,193362
18733,193360
18734,193368
18735,193372
18736,193367
18737,141356
18738,141342
18739,141358
18740,141355
18741,141341
18742,138970
18743,138962
18744,138969
18745,138963
18746,196927
18747,196939
18748,196935
18749,196922
18750,196930
18751,196931
18752,196938
18753,196929
18754,196925
18755,196928
18756,187074
18757,187073
18758,37895
18759,37885
18760,67916
18761,67909
18762,148311
18763,148316
18764,140624
18765,140625
18766,140627
18767,113684
18768,113683
18769,168044
18770,168040
18771,26255
18772,26243
18773,26256
18774,26252
18775,192197
18776,192180
18777,192190
18778,192183
18779,192192
18780,192194
18781,192185
18782,165601
18783,166798
18784,166784
18785,166797
18786,166799
18787,166785
18788,166783
18789,45034
18790,45030
18791,106569
18792,106574
18793,106576
18794,106561
18795,106571
18796,106573
18797,154165
18798,154168
18799,154172
18800,154161
18801,154174
18802,154170
18803,154163
18804,154164
18805,154160
18806,154178
18807,154179
18808,105350
18809,24570
18810,41741
18811,22087
18812,22088
18813,22097
18814,82178
18815,82172
18816,134491
18817,134488
18818,134483
18819,134489
18820,134485
18821,16221
18822,16222
18823,16235
18824,16232
18825,16220
18826,166740
18827,166759
18828,166756
18829,166757
18830,166748
18831,166749
18832,166750
18833,10555
18834,10542
18835,53475
18836,194295
18837,194289
18838,194298
18839,194284
18840,194281
18841,159819
18842,121321
18843,121332
18844,152387
18845,152386
18846,152394
18847,152390
18848,152391
18849,152397
18850,152392
18851,152395
18852,72336
18853,72332
18854,30787
18855,30783
18856,30784
18857,177396
18858,177390
18859,177383
18860,177382
18861,177393
18862,177387
18863,177386
18864,177394
18865,177384
18866,177391
18867,177389
18868,177392
18869,136739
18870,136731
18871,136723
18872,136729
18873,61395
18874,61396
18875,61397
18876,61390
18877,61382
18878,92849
18879,92848
18880,92847
18881,92854
18882,152953
18883,152946
18884,152940
18885,152954
18886,152956
18887,152941
18888,194937
18889,153307
18890,153308
18891,153315
18892,153304
18893,25600
18894,25615
18895,25603
18896,80365
18897,140573
18898,140562
18899,77694
18900,77698
18901,77690
18902,176594
18903,176597
18904,176593
18905,116840
18906,175393
18907,175384
18908,175385
18909,151067
18910,151073
18911,151079
18912,151062
18913,65830
18914,65832
18915,65829
18916,65823
18917,172983
18918,90656
18919,90649
18920,90650
18921,44049
18922,44055
18923,44054
18924,185103
18925,185105
18926,185104
18927,185111
18928,185118
18929,185107
18930,176964
18931,176978
18932,176979
18933,176967
18934,176970
18935,126681
18936,126691
18937,126697
18938,126686
18939,2117
18940,2113
18941,184730
18942,184723
18943,184739
18944,184725
18945,184724
18946,184731
18947,184721
18948,184729
18949,184735
18950,184722
18951,184734
18952,184736
18953,184720
18954,184737
18955,39352
18956,60908
18957,129475
18958,129467
18959,129470
18960,129460
18961,97105
18962,148246
18963,148253
18964,148248
18965,66706
18966,66707
18967,66713
18968,66711
18969,107612
18970,85892
18971,85897
18972,85890
18973,85891
18974,85887
18975,38637
18976,38635
18977,38633
18978,135981
18979,135991
18980,135990
18981,135993
18982,135987
18983,135992
18984,77656
18985,77650
18986,77655
18987,146040
18988,146059
18989,49951
18990,49946
18991,49950
18992,49957
18993,49945
18994,166258
18995,166245
18996,166242
18997,166240
18998,24221
18999,24237
19000,24227
19001,102749
19002,102742
19003,102755
19004,102743
19005,143381
19006,143394
19007,143397
19008,143396
19009,143385
19010,143399
19011,143392
19012,67920
19013,14769
19014,14770
19015,14776
19016,14775
19017,81617
19018,181961
19019,181979
19020,33391
19021,33382
19022,33386
19023,33398
19024,33385
19025,33383
19026,33397
19027,33380
19028,33381
19029,33387
19030,82554
19031,65281
19032,65284
19033,107416
19034,107414
19035,107412
19036,107415
19037,107411
19038,107417
19039,107405
19040,45756
19041,95436
19042,95432
19043,178550
19044,178554
19045,72281
19046,72280
19047,72286
19048,177731
19049,177721
19050,74200
19051,74214
19052,74210
19053,74215
19054,74206
19055,16973
19056,148518
19057,148510
19058,148508
19059,148739
19060,148731
19061,148727
19062,148738
19063,169617
19064,169614
19065,169618
19066,169610
19067,169608
19068,184680
19069,184689
19070,184683
19071,184690
19072,184682
19073,184685
19074,184696
19075,184687
19076,184686
19077,184681
19078,184688
19079,13955
19080,13953
19081,13947
19082,13954
19083,13956
19084,13952
19085,13945
19086,13948
19087,176666
19088,176677
19089,176662
19090,176669
19091,65216
19092,54249
19093,54256
19094,54245
19095,65131
19096,47330
19097,47338
19098,47328
19099,47329
19100,47323
19101,47335
19102,47336
19103,47321
19104,47327
19105,47337
19106,47331
19107,47325
19108,67289
19109,67293
19110,67291
19111,37409
19112,187624
19113,187629
19114,187625
19115,187628
19116,179836
19117,179830
19118,185630
19119,68
19120,74
19121,58336
19122,35133
19123,35127
19124,35123
19125,35138
19126,35126
19127,118669
19128,101342
19129,101340
19130,101341
19131,101351
19132,101356
19133,101354
19134,101344
19135,159699
19136,159687
19137,191515
19138,191507
19139,191519
19140,191517
19141,191506
19142,191501
19143,191504
19144,191509
19145,191510
19146,191513
19147,191514
19148,191516
19149,191512
19150,191500
19151,191505
19152,16413
19153,16400
19154,16409
19155,16405
19156,16412
19157,16415
19158,16408
19159,16417
19160,16416
19161,193197
19162,193183
19163,193180
19164,193189
19165,193184
19166,193187
19167,71566
19168,71577
19169,71572
19170,71578
19171,71567
19172,71576
19173,71561
19174,142407
19175,142409
19176,142406
19177,142416
19178,142418
19179,142419
19180,131226
19181,131236
19182,131237
19183,131234
19184,131227
19185,131229
19186,116706
19187,155520
19188,155530
19189,129718
19190,129705
19191,129713
19192,129704
19193,129712
19194,129707
19195,129708
19196,95501
19197,95517
19198,95508
19199,95500
19200,19419
19201,19412
19202,19403
19203,19415
19204,19416
19205,83058
19206,896
19207,890
19208,898
19209,899
19210,894
19211,897
19212,883
19213,895
19214,881
19215,60816
19216,60802
19217,148858
19218,68052
19219,107728
19220,107722
19221,34181
19222,34196
19223,34186
19224,34185
19225,34195
19226,34198
19227,69538
19228,69525
19229,69536
19230,126918
19231,126917
19232,126916
19233,126914
19234,126911
19235,126913
19236,126908
19237,126915
19238,21314
19239,21310
19240,21312
19241,166390
19242,166399
19243,166380
19244,166395
19245,166389
19246,166391
19247,166388
19248,173008
19249,173000
19250,173016
19251,173019
19252,173003
19253,173012
19254,173002
19255,92881
19256,92890
19257,92895
19258,92883
19259,105755
19260,105756
19261,3657
19262,3655
19263,3644
19264,159557
19265,153578
19266,153567
19267,153566
19268,153565
19269,153562
19270,153576
19271,132996
19272,132993
19273,132983
19274,169250
19275,169254
19276,169247
19277,169243
19278,169246
19279,169258
19280,169248
19281,169256
19282,169241
19283,169245
19284,42093
19285,42082
19286,42098
19287,116914
19288,116905
19289,116906
19290,116900
19291,103713
19292,103709
19293,54491
19294,54494
19295,54496
19296,54488
19297,113949
19298,113953
19299,113957
19300,113947
19301,113952
19302,113943
19303,22940
19304,22949
19305,22950
19306,127360
19307,127374
19308,141958
19309,80472
19310,80475
19311,80460
19312,80477
19313,80468
19314,80473
19315,139593
19316,128282
19317,128281
19318,128280
19319,128293
19320,128284
19321,128296
19322,128283
19323,193543
19324,193556
19325,193558
19326,193557
19327,193546
19328,193548
19329,193549
19330,193553
19331,105041
19332,105054
19333,101976
19334,147782
19335,147788
19336,147790
19337,147791
19338,16643
19339,177854
19340,177851
19341,177845
19342,177846
19343,88637
19344,163964
19345,59837
19346,104293
19347,104289
19348,167263
19349,167260
19350,167273
19351,187512
19352,187507
19353,187511
19354,187502
19355,187505
19356,187509
19357,187513
19358,187503
19359,187508
19360,187506
19361,187510
19362,187515
19363,187501
19364,187517
19365,187504
19366,23535
19367,168150
19368,168151
19369,168154
19370,168157
19371,168159
19372,168155
19373,168153
19374,168144
19375,168142
19376,185257
19377,51180
19378,51186
19379,51192
19380,51193
19381,51197
19382,51182
19383,51198
19384,141812
19385,193227
19386,193230
19387,193231
19388,193228
19389,132270
19390,132277
19391,132260
19392,132262
19393,132271
19394,132274
19395,132265
19396,138501
19397,138512
19398,138502
19399,138511
19400,138515
19401,138510
19402,138504
19403,138519
19404,31465
19405,31467
19406,31471
19407,31476
19408,111326
19409,111333
19410,111336
19411,111331
19412,41223
19413,51852
19414,51842
19415,129825
19416,165075
19417,165068
19418,165077
19419,165064
19420,165062
19421,165076
19422,165071
19423,165072
19424,165063
19425,122355
19426,122340
19427,122341
19428,88289
19429,88297
19430,88290
19431,88284
19432,88281
19433,88282
19434,88291
19435,88292
19436,88293
19437,88280
19438,80768
19439,168283
19440,49290
19441,49299
19442,68734
19443,68733
19444,18964
19445,18977
19446,18971
19447,18966
19448,18978
19449,18968
19450,18969
19451,18976
19452,18972
19453,18961
19454,18963
19455,18967
19456,18974
19457,18965
19458,18970
19459,18960
19460,196444
19461,196450
19462,196453
19463,196458
19464,196456
19465,196445
19466,196457
19467,196443
19468,196449
19469,196447
19470,196455
19471,196448
19472,196454
19473,162660
19474,162670
19475,162662
19476,162668
19477,162661
19478,54100
19479,54115
19480,54101
19481,54107
19482,54116
19483,74136
19484,74122
19485,74126
19486,74132
19487,74125
19488,74123
19489,74124
19490,23156
19491,123932
19492,123935
19493,123931
19494,24769
19495,24767
19496,24773
19497,24775
19498,24765
19499,24771
19500,24772
19501,24776
19502,24777
19503,24761
19504,24768
19505,83883
19506,155504
19507,155515
19508,155508
19509,165653
19510,165656
19511,165652
19512,72593
19513,72582
19514,17552
19515,133438
19516,133437
19517,133439
19518,133422
19519,133421
19520,133427
19521,133429
19522,133420
19523,133428
19524,133434
19525,133436
19526,133425
19527,133426
19528,133435
19529,103754
19530,172631
19531,172636
19532,172624
19533,172620
19534,172625
19535,172626
19536,12231
19537,12234
19538,136903
19539,136911
19540,136916
19541,136900
19542,136914
19543,136917
19544,136905
19545,136902
19546,136919
19547,136907
19548,132133
19549,132127
19550,50217
19551,116595
19552,134344
19553,134340
19554,21093
19555,21094
19556,21099
19557,21091
19558,21098
19559,196839
19560,196831
19561,196837
19562,196832
19563,196828
19564,196823
19565,196821
19566,196825
19567,196824
19568,86901
19569,86900
19570,86918
19571,86912
19572,86904
19573,112088
19574,112087
19575,72512
19576,64995
19577,64998
19578,64997
19579,140892
19580,140887
19581,140880
19582,140899
19583,140888
19584,140895
19585,121782
19586,121780
19587,144202
19588,144218
19589,144219
19590,144204
19591,39151
19592,39155
19593,86260
19594,86271
19595,105548
19596,105540
19597,105545
19598,105558
19599,105550
19600,105552
19601,105547
19602,61914
19603,61904
19604,61901
19605,61900
19606,178107
19607,178111
19608,178114
19609,178106
19610,178103
19611,178116
19612,178118
19613,178115
19614,178119
19615,178100
19616,178102
19617,178101
19618,178113
19619,178104
19620,178105
19621,178108
19622,178117
19623,10709
19624,48115
19625,48101
19626,34167
19627,34166
19628,34162
19629,34175
19630,34176
19631,34177
19632,34165
19633,34174
19634,169298
19635,169295
19636,123761
19637,123769
19638,123773
19639,123775
19640,123777
19641,123760
19642,123767
19643,130742
19644,130755
19645,130748
19646,130750
19647,130751
19648,130752
19649,130741
19650,130753
19651,130740
19652,130747
19653,111001
19654,111016
19655,111002
19656,111000
19657,111013
19658,111008
19659,111005
19660,111009
19661,192435
19662,192424
19663,192425
19664,192429
19665,192432
19666,192421
19667,9757
19668,9747
19669,9758
19670,9741
19671,9740
19672,8704
19673,8712
19674,8715
19675,8718
19676,84393
19677,84394
19678,84396
19679,84388
19680,84395
19681,84392
19682,84380
19683,84389
19684,25945
19685,25954
19686,180815
19687,180817
19688,180801
19689,180813
19690,180806
19691,180803
19692,180808
19693,180814
19694,180804
19695,180800
19696,126373
19697,126377
19698,126364
19699,126365
19700,126371
19701,190239
19702,149969
19703,149960
19704,149968
19705,48240
19706,48241
19707,48244
19708,48245
19709,48250
19710,48252
19711,48243
19712,48254
19713,48255
19714,48256
19715,48248
19716,48246
19717,48249
19718,48258
19719,48242
19720,130083
19721,130082
19722,130080
19723,105432
19724,105424
19725,105431
19726,105429
19727,189232
19728,189230
19729,177804
19730,177816
19731,177809
19732,177814
19733,177801
19734,177802
19735,177806
19736,177805
19737,177800
19738,177812
19739,158628
19740,158634
19741,158635
19742,158632
19743,158624
19744,158627
19745,158639
19746,158638
19747,15617
19748,15604
19749,15610
19750,15609
19751,73541
19752,73552
19753,73547
19754,91260
19755,91277
19756,195064
19757,195069
19758,195070
19759,195063
19760,195075
19761,195060
19762,195067
19763,195073
19764,5061
19765,5063
19766,5067
19767,5076
19768,178858
19769,69798
19770,69786
19771,72240
19772,132840
19773,132844
19774,132847
19775,128732
19776,128720
19777,128727
19778,128728
19779,186192
19780,177890
19781,177899
19782,177894
19783,177888
19784,177898
19785,177884
19786,177887
19787,177892
19788,177895
19789,38509
19790,23108
19791,23116
19792,23110
19793,23100
19794,23104
19795,49546
19796,49540
19797,49545
19798,140116
19799,140109
19800,140111
19801,140112
19802,140113
19803,140118
19804,140108
19805,177639
19806,177634
19807,177633
19808,177620
19809,177629
19810,177628
19811,17269
19812,17261
19813,17272
19814,184899
19815,184890
19816,184881
19817,184883
19818,184897
19819,136706
19820,136704
19821,157842
19822,157841
19823,157858
19824,157855
19825,157843
19826,157856
19827,157859
19828,157844
19829,157847
19830,157849
19831,157853
19832,157845
19833,157851
19834,157857
19835,157840
19836,157850
19837,121575
19838,134882
19839,134892
19840,134896
19841,134881
19842,125995
19843,125993
19844,125980
19845,31395
19846,31382
19847,31389
19848,159236
19849,159227
19850,159237
19851,159234
19852,159238
19853,159220
19854,159239
19855,159228
19856,159230
19857,159226
19858,159225
19859,159231
19860,155247
19861,155256
19862,155258
19863,155253
19864,155255
19865,157597
19866,34628
19867,34624
19868,34630
19869,34622
19870,81855
19871,81847
19872,82490
19873,133777
19874,133761
19875,133763
19876,133760
19877,133765
19878,133776
19879,168409
19880,168418
19881,168403
19882,79234
19883,166961
19884,166970
19885,166972
19886,166976
19887,166962
19888,166966
19889,166960
19890,166971
19891,166964
19892,166969
19893,166977
19894,166963
19895,166973
19896,166968
19897,66585
19898,66583
19899,66597
19900,66580
19901,66596
19902,66581
19903,127006
19904,127003
19905,127005
19906,127008
19907,127004
19908,127015
19909,50297
19910,50286
19911,50281
19912,134755
19913,22203
19914,22213
19915,22200
19916,193425
19917,193428
19918,193423
19919,193430
19920,193420
19921,193431
19922,193429
19923,193434
19924,193426
19925,193433
19926,193427
19927,193422
19928,190654
19929,190657
19930,190644
19931,190641
19932,190643
19933,190650
19934,190659
19935,190642
19936,190655
19937,190658
19938,190656
19939,190651
19940,80396
19941,80394
19942,80397
19943,173449
19944,173445
19945,173459
19946,92134
19947,92126
19948,92129
19949,92122
19950,92131
19951,89662
19952,89676
19953,89677
19954,89660
19955,88746
19956,88750
19957,88756
19958,88747
19959,88748
19960,88740
19961,88749
19962,75860
19963,75878
19964,75879
19965,23185
19966,23182
19967,23181
19968,23189
19969,23190
19970,182652
19971,182657
19972,182641
19973,182658
19974,182647
19975,137165
19976,33730
19977,33737
19978,33738
19979,55001
19980,96034
19981,96030
19982,55941
19983,160879
19984,160860
19985,160861
19986,160864
19987,160869
19988,160877
19989,160876
19990,160875
19991,160865
19992,102847
19993,102856
19994,102850
19995,102854
19996,102843
19997,102855
19998,102842
19999,102840
20000,50042
20001,162741
20002,162750
20003,162757
20004,162746
20005,162759
20006,162748
20007,162742
20008,162740
20009,162753
20010,162743
20011,162758
20012,107176
20013,107175
20014,117655
20015,100114
20016,100110
20017,100100
20018,65971
20019,65964
20020,65975
20021,165442
20022,165459
20023,165453
20024,165456
20025,165449
20026,165452
20027,162208
20028,162217
20029,162219
20030,162203
20031,162167
20032,18896
20033,18880
20034,18898
20035,18881
20036,185289
20037,185291
20038,185298
20039,185295
20040,185297
20041,185288
20042,185287
20043,185282
20044,198998
20045,198995
20046,198988
20047,198990
20048,198989
20049,198983
20050,198991
20051,198992
20052,71996
20053,71997
20054,71988
20055,71982
20056,71998
20057,45944
20058,45957
20059,45942
20060,154146
20061,154147
20062,154148
20063,154153
20064,154142
20065,154154
20066,154144
20067,154141
20068,29713
20069,29716
20070,13708
20071,13707
20072,13711
20073,13709
20074,13712
20075,13706
20076,13700
20077,13702
20078,13710
20079,177283
20080,177280
20081,177293
20082,177298
20083,177286
20084,177288
20085,177296
20086,177297
20087,177287
20088,125888
20089,75542
20090,75540
20091,75555
20092,47718
20093,192246
20094,192240
20095,192241
20096,16618
20097,16614
20098,144019
20099,144006
20100,144007
20101,24989
20102,24998
20103,24984
20104,24980
20105,50624
20106,50623
20107,50638
20108,50620
20109,184665
20110,184664
20111,184670
20112,184673
20113,24524
20114,24530
20115,24533
20116,24529
20117,178779
20118,178763
20119,152602
20120,152616
20121,152613
20122,152604
20123,152605
20124,152612
20125,152606
20126,152609
20127,152615
20128,152600
20129,152607
20130,152601
20131,152603
20132,25681
20133,25693
20134,25685
20135,9542
20136,9547
20137,9544
20138,9548
20139,9556
20140,9543
20141,120728
20142,120736
20143,45119
20144,73871
20145,81156
20146,172880
20147,163235
20148,163225
20149,163220
20150,163228
20151,6816
20152,6814
20153,74355
20154,74358
20155,74352
20156,97730
20157,171058
20158,171052
20159,171048
20160,171055
20161,171057
20162,171059
20163,171053
20164,171056
20165,171049
20166,727
20167,10222
20168,10233
20169,10232
20170,10220
20171,10231
20172,10237
20173,86389
20174,86387
20175,86380
20176,86384
20177,86395
20178,86393
20179,86392
20180,86383
20181,86394
20182,48705
20183,48709
20184,48714
20185,48710
20186,48715
20187,48717
20188,170062
20189,153594
20190,153591
20191,153580
20192,153595
20193,153588
20194,153585
20195,153584
20196,153590
20197,153589
20198,153592
20199,153593
20200,153596
20201,153597
20202,153583
20203,112655
20204,112656
20205,112650
20206,112646
20207,59942
20208,59941
20209,59943
20210,59956
20211,82868
20212,82875
20213,82867
20214,82870
20215,82866
20216,45882
20217,45884
20218,45895
20219,45893
20220,45896
20221,45897
20222,45888
20223,45881
20224,196772
20225,24442
20226,124413
20227,124408
20228,124415
20229,124409
20230,124400
20231,124405
20232,124416
20233,124414
20234,156964
20235,156978
20236,156962
20237,156975
20238,156976
20239,156960
20240,156965
20241,156972
20242,156969
20243,156963
20244,1111
20245,1108
20246,1114
20247,1117
20248,1115
20249,1118
20250,1101
20251,187119
20252,187115
20253,187103
20254,187112
20255,187108
20256,187100
20257,187114
20258,187105
20259,187117
20260,187104
20261,187113
20262,187110
20263,187107
20264,16761
20265,16768
20266,16775
20267,16776
20268,16773
20269,82
20270,177114
20271,177102
20272,177101
20273,177119
20274,177103
20275,177115
20276,165852
20277,165858
20278,165841
20279,165851
20280,165842
20281,165859
20282,165848
20283,165849
20284,175349
20285,175343
20286,175353
20287,175358
20288,187056
20289,187045
20290,75235
20291,75220
20292,75231
20293,83695
20294,83694
20295,68773
20296,127623
20297,127624
20298,127626
20299,127622
20300,127631
20301,127627
20302,117144
20303,117151
20304,117157
20305,67993
20306,67995
20307,67989
20308,67994
20309,45670
20310,45665
20311,93282
20312,93285
20313,93284
20314,93292
20315,93296
20316,170105
20317,196585
20318,196582
20319,196589
20320,196580
20321,196596
20322,196590
20323,196593
20324,196597
20325,196591
20326,196599
20327,182797
20328,73623
20329,73631
20330,73625
20331,188755
20332,188754
20333,188753
20334,188759
20335,188756
20336,188752
20337,188747
20338,102322
20339,102335
20340,102332
20341,102331
20342,102334
20343,195250
20344,195245
20345,169452
20346,83412
20347,83409
20348,83401
20349,83410
20350,83415
